device,model,dvfs_mode,dvfs_mode_label,condition_tag,segment,capacity_ips,lambda_frac,target_rps,run_idx,achieved_rps,p95_latency_ms,warm_idle_w,serving_w,delta_w,marginal_wall_energy_j_per_inf,n_valid_power_runs,power_status,source_json,batch_size
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.5,242.2,7,241.25,10.0,11.2,14.02,2.82,0.011689,1,ok,20260508T175148+0900_173_orin_mob050_dvfs3_trt_l050_r7_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.5,242.2,8,240.1,9.82,11.2,14.02,2.82,0.011745,1,ok,20260508T175308+0900_864_orin_mob050_dvfs3_trt_l050_r8_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.5,242.2,9,244.4,10.0,11.3,14.1,2.8,0.011457,1,ok,20260508T175429+0900_583_orin_mob050_dvfs3_trt_l050_r9_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.75,363.3,0,361.12,14.42,11.3,15.34,4.04,0.011187,1,ok,20260508T175550+0900_409_orin_mob050_dvfs3_trt_l075_r0_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.75,363.3,1,366.95,14.27,11.3,15.39,4.09,0.011146,1,ok,20260508T175711+0900_109_orin_mob050_dvfs3_trt_l075_r1_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.75,363.3,2,363.7,15.67,11.3,15.32,4.02,0.011053,1,ok,20260508T175831+0900_815_orin_mob050_dvfs3_trt_l075_r2_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.75,363.3,3,365.45,15.29,11.2,15.39,4.19,0.011465,1,ok,20260508T175952+0900_466_orin_mob050_dvfs3_trt_l075_r3_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.75,363.3,4,361.5,14.96,11.3,15.31,4.01,0.011093,1,ok,20260508T180113+0900_204_orin_mob050_dvfs3_trt_l075_r4_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.75,363.3,5,365.6,15.59,11.2,15.37,4.17,0.011406,1,ok,20260508T180233+0900_927_orin_mob050_dvfs3_trt_l075_r5_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.75,363.3,6,365.6,14.28,11.3,15.35,4.05,0.011078,1,ok,20260508T180354+0900_590_orin_mob050_dvfs3_trt_l075_r6_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.75,363.3,7,362.1,13.89,11.2,15.3,4.1,0.011323,1,ok,20260508T180515+0900_328_orin_mob050_dvfs3_trt_l075_r7_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.75,363.3,8,358.0,13.67,11.3,15.26,3.96,0.011061,1,ok,20260508T180635+0900_995_orin_mob050_dvfs3_trt_l075_r8_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.75,363.3,9,364.27,14.21,11.2,15.33,4.13,0.011338,1,ok,20260508T180756+0900_720_orin_mob050_dvfs3_trt_l075_r9_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,1.0,484.4,0,483.63,52.25,11.2,16.52,5.32,0.011,1,ok,20260508T180917+0900_467_orin_mob050_dvfs3_trt_l100_r0_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,1.0,484.4,1,482.27,46.52,11.3,16.54,5.24,0.010865,1,ok,20260508T181038+0900_475_orin_mob050_dvfs3_trt_l100_r1_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,1.0,484.4,2,483.07,38.19,11.3,16.54,5.24,0.010847,1,ok,20260508T181159+0900_120_orin_mob050_dvfs3_trt_l100_r2_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,1.0,484.4,3,480.75,41.75,11.2,16.51,5.31,0.011045,1,ok,20260508T181319+0900_970_orin_mob050_dvfs3_trt_l100_r3_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,1.0,484.4,4,489.28,86.47,11.2,16.64,5.44,0.011118,1,ok,20260508T181440+0900_833_orin_mob050_dvfs3_trt_l100_r4_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,1.0,484.4,5,484.02,73.13,11.3,16.58,5.28,0.010909,1,ok,20260508T181601+0900_551_orin_mob050_dvfs3_trt_l100_r5_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,1.0,484.4,6,487.52,87.3,11.3,16.62,5.32,0.010912,1,ok,20260508T181722+0900_400_orin_mob050_dvfs3_trt_l100_r6_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,1.0,484.4,7,482.23,80.72,11.2,16.58,5.38,0.011157,1,ok,20260508T181900+0900_253_orin_mob050_dvfs3_trt_l100_r7_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,1.0,484.4,8,483.67,51.66,11.25,16.53,5.28,0.010917,1,ok,20260508T182020+0900_056_orin_mob050_dvfs3_trt_l100_r8_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,1.0,484.4,9,480.63,41.48,11.3,16.56,5.26,0.010944,1,ok,20260508T182139+0900_817_orin_mob050_dvfs3_trt_l100_r9_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.25,154.7,0,155.75,7.78,13.0,16.56,3.56,0.022857,1,ok,20260513T203139+0900_729_orin_mob100_dvfs0_trt_l025_r0_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.25,154.7,1,155.63,7.62,12.95,16.6,3.65,0.023453,1,ok,20260513T203259+0900_641_orin_mob100_dvfs0_trt_l025_r1_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.25,154.7,2,153.85,7.63,12.95,16.53,3.58,0.023269,1,ok,20260513T203419+0900_524_orin_mob100_dvfs0_trt_l025_r2_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.25,154.7,3,155.32,7.86,12.9,16.63,3.73,0.024015,1,ok,20260513T203539+0900_425_orin_mob100_dvfs0_trt_l025_r3_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.25,154.7,4,153.48,7.55,12.9,16.57,3.67,0.023912,1,ok,20260513T203659+0900_332_orin_mob100_dvfs0_trt_l025_r4_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.25,154.7,5,151.18,7.57,13.0,16.54,3.54,0.023416,1,ok,20260513T203819+0900_229_orin_mob100_dvfs0_trt_l025_r5_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.25,154.7,6,155.98,7.77,13.0,16.61,3.61,0.023144,1,ok,20260513T203939+0900_149_orin_mob100_dvfs0_trt_l025_r6_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.25,154.7,7,154.83,7.83,12.9,16.65,3.75,0.02422,1,ok,20260513T204059+0900_060_orin_mob100_dvfs0_trt_l025_r7_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.25,154.7,8,155.12,7.74,13.0,16.65,3.65,0.02353,1,ok,20260513T204218+0900_990_orin_mob100_dvfs0_trt_l025_r8_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.25,154.7,9,156.32,7.62,13.0,16.7,3.7,0.023669,1,ok,20260513T204338+0900_897_orin_mob100_dvfs0_trt_l025_r9_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.5,309.4,0,311.6,8.92,12.9,20.23,7.33,0.023524,1,ok,20260513T204458+0900_828_orin_mob100_dvfs0_trt_l050_r0_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.5,309.4,1,308.3,8.94,13.1,20.17,7.07,0.022932,1,ok,20260513T204618+0900_738_orin_mob100_dvfs0_trt_l050_r1_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.5,309.4,2,307.97,8.91,13.1,20.22,7.12,0.023119,1,ok,20260513T204738+0900_612_orin_mob100_dvfs0_trt_l050_r2_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.5,309.4,3,310.73,8.82,13.1,20.28,7.18,0.023107,1,ok,20260513T204858+0900_512_orin_mob100_dvfs0_trt_l050_r3_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.5,309.4,4,311.5,8.98,13.1,20.33,7.23,0.02321,1,ok,20260513T205018+0900_512_orin_mob100_dvfs0_trt_l050_r4_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.5,309.4,5,309.92,9.16,13.1,20.27,7.17,0.023135,1,ok,20260513T205138+0900_436_orin_mob100_dvfs0_trt_l050_r5_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.5,309.4,6,308.33,9.01,13.1,20.29,7.19,0.023319,1,ok,20260513T205258+0900_329_orin_mob100_dvfs0_trt_l050_r6_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.5,309.4,7,310.02,8.8,13.1,20.24,7.14,0.023031,1,ok,20260513T205418+0900_232_orin_mob100_dvfs0_trt_l050_r7_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.5,309.4,8,311.05,9.1,13.1,20.23,7.13,0.022922,1,ok,20260513T205538+0900_141_orin_mob100_dvfs0_trt_l050_r8_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.5,309.4,9,308.55,8.73,13.1,20.25,7.15,0.023173,1,ok,20260513T205658+0900_009_orin_mob100_dvfs0_trt_l050_r9_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.75,464.1,0,461.63,13.38,13.15,23.63,10.48,0.022702,1,ok,20260513T205817+0900_936_orin_mob100_dvfs0_trt_l075_r0_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.75,464.1,1,465.05,13.71,13.1,23.75,10.65,0.022901,1,ok,20260513T205937+0900_879_orin_mob100_dvfs0_trt_l075_r1_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.75,464.1,2,462.73,13.3,13.1,23.78,10.68,0.02308,1,ok,20260513T210057+0900_870_orin_mob100_dvfs0_trt_l075_r2_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.75,464.1,3,462.3,12.6,13.1,23.75,10.65,0.023037,1,ok,20260513T210217+0900_783_orin_mob100_dvfs0_trt_l075_r3_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.75,464.1,4,465.97,12.5,13.15,23.9,10.75,0.02307,1,ok,20260513T210337+0900_691_orin_mob100_dvfs0_trt_l075_r4_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.75,464.1,5,462.22,12.89,13.2,23.77,10.57,0.022868,1,ok,20260513T210457+0900_604_orin_mob100_dvfs0_trt_l075_r5_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.75,464.1,6,462.92,12.68,13.2,23.78,10.58,0.022855,1,ok,20260513T210617+0900_509_orin_mob100_dvfs0_trt_l075_r6_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.75,464.1,7,464.13,12.82,13.1,23.83,10.73,0.023119,1,ok,20260513T210737+0900_435_orin_mob100_dvfs0_trt_l075_r7_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.75,464.1,8,460.23,13.06,13.2,23.76,10.56,0.022945,1,ok,20260513T210857+0900_428_orin_mob100_dvfs0_trt_l075_r8_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,0.75,464.1,9,467.05,12.6,13.2,23.87,10.67,0.022846,1,ok,20260513T211017+0900_336_orin_mob100_dvfs0_trt_l075_r9_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,1.0,618.8,0,621.45,83.68,13.2,27.18,13.98,0.022496,1,ok,20260513T211137+0900_248_orin_mob100_dvfs0_trt_l100_r0_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,1.0,618.8,1,622.73,60.98,13.2,27.27,14.07,0.022594,1,ok,20260513T211257+0900_332_orin_mob100_dvfs0_trt_l100_r1_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,1.0,618.8,2,619.25,74.11,13.2,27.2,14.0,0.022608,1,ok,20260513T211417+0900_228_orin_mob100_dvfs0_trt_l100_r2_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,1.0,618.8,3,616.92,66.1,13.2,27.19,13.99,0.022677,1,ok,20260513T211537+0900_135_orin_mob100_dvfs0_trt_l100_r3_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,1.0,618.8,4,616.45,63.22,13.2,27.17,13.97,0.022662,1,ok,20260513T211657+0900_050_orin_mob100_dvfs0_trt_l100_r4_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,1.0,618.8,5,619.92,97.16,13.2,27.26,14.06,0.02268,1,ok,20260513T211817+0900_320_orin_mob100_dvfs0_trt_l100_r5_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,1.0,618.8,6,616.47,66.44,13.2,27.23,14.03,0.022759,1,ok,20260513T211938+0900_170_orin_mob100_dvfs0_trt_l100_r6_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,1.0,618.8,7,620.52,69.92,13.2,27.28,14.08,0.022691,1,ok,20260513T212058+0900_979_orin_mob100_dvfs0_trt_l100_r7_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,1.0,618.8,8,618.92,168.7,13.2,27.27,14.07,0.022733,1,ok,20260513T212219+0900_739_orin_mob100_dvfs0_trt_l100_r8_lsweep.json,1
orin,mobilenet-v2-100,0,MAXN,dvfs0,jetson,618.8,1.0,618.8,9,615.85,63.42,13.2,27.2,14.0,0.022733,1,ok,20260513T212340+0900_523_orin_mob100_dvfs0_trt_l100_r9_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.25,42.2,0,42.32,14.97,9.2,9.99,0.79,0.018667,1,ok,20260513T212804+0900_158_orin_mob100_dvfs1_trt_l025_r0_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.25,42.2,1,43.82,14.39,9.2,9.96,0.76,0.017344,1,ok,20260513T212924+0900_298_orin_mob100_dvfs1_trt_l025_r1_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.25,42.2,2,41.4,14.32,9.1,9.9,0.8,0.019324,1,ok,20260513T213044+0900_396_orin_mob100_dvfs1_trt_l025_r2_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.25,42.2,3,44.02,14.91,9.1,9.94,0.84,0.019082,1,ok,20260513T213204+0900_552_orin_mob100_dvfs1_trt_l025_r3_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.25,42.2,4,41.67,14.45,9.1,9.89,0.79,0.018958,1,ok,20260513T213324+0900_691_orin_mob100_dvfs1_trt_l025_r4_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.25,42.2,5,40.62,14.09,9.1,9.85,0.75,0.018464,1,ok,20260513T213444+0900_836_orin_mob100_dvfs1_trt_l025_r5_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.25,42.2,6,43.62,14.73,9.1,9.89,0.79,0.018111,1,ok,20260513T213604+0900_989_orin_mob100_dvfs1_trt_l025_r6_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.25,42.2,7,43.03,14.5,9.1,9.88,0.78,0.018127,1,ok,20260513T213725+0900_121_orin_mob100_dvfs1_trt_l025_r7_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.25,42.2,8,42.65,14.24,9.1,9.85,0.75,0.017585,1,ok,20260513T213845+0900_272_orin_mob100_dvfs1_trt_l025_r8_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.25,42.2,9,44.07,14.4,9.05,9.88,0.83,0.018834,1,ok,20260513T214005+0900_400_orin_mob100_dvfs1_trt_l025_r9_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.5,84.4,0,84.78,18.93,9.1,10.59,1.49,0.017575,1,ok,20260513T214125+0900_515_orin_mob100_dvfs1_trt_l050_r0_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.5,84.4,1,86.1,19.16,9.1,10.6,1.5,0.017422,1,ok,20260513T214245+0900_640_orin_mob100_dvfs1_trt_l050_r1_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.5,84.4,2,84.48,19.59,9.05,10.56,1.51,0.017874,1,ok,20260513T214405+0900_752_orin_mob100_dvfs1_trt_l050_r2_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.5,84.4,3,85.12,18.58,9.1,10.6,1.5,0.017622,1,ok,20260513T214525+0900_930_orin_mob100_dvfs1_trt_l050_r3_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.5,84.4,4,85.62,19.44,9.05,10.6,1.55,0.018103,1,ok,20260513T214646+0900_112_orin_mob100_dvfs1_trt_l050_r4_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.5,84.4,5,85.47,19.21,9.0,10.62,1.62,0.018954,1,ok,20260513T214806+0900_212_orin_mob100_dvfs1_trt_l050_r5_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.5,84.4,6,85.07,18.97,9.1,10.6,1.5,0.017633,1,ok,20260513T214926+0900_360_orin_mob100_dvfs1_trt_l050_r6_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.5,84.4,7,84.95,19.24,9.0,10.57,1.57,0.018481,1,ok,20260513T215046+0900_507_orin_mob100_dvfs1_trt_l050_r7_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.5,84.4,8,82.75,18.38,9.1,10.56,1.46,0.017644,1,ok,20260513T215206+0900_672_orin_mob100_dvfs1_trt_l050_r8_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.5,84.4,9,86.05,18.91,9.05,10.62,1.57,0.018245,1,ok,20260513T215326+0900_824_orin_mob100_dvfs1_trt_l050_r9_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.75,126.6,0,125.68,26.27,9.0,11.28,2.28,0.018141,1,ok,20260513T215446+0900_957_orin_mob100_dvfs1_trt_l075_r0_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.75,126.6,1,126.97,29.87,9.0,11.29,2.29,0.018036,1,ok,20260513T215607+0900_139_orin_mob100_dvfs1_trt_l075_r1_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.75,126.6,2,126.88,27.89,9.0,11.32,2.32,0.018285,1,ok,20260513T215727+0900_281_orin_mob100_dvfs1_trt_l075_r2_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.75,126.6,3,125.72,27.94,9.0,11.27,2.27,0.018056,1,ok,20260513T215847+0900_456_orin_mob100_dvfs1_trt_l075_r3_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.75,126.6,4,127.13,29.11,9.1,11.3,2.2,0.017305,1,ok,20260513T220007+0900_576_orin_mob100_dvfs1_trt_l075_r4_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.75,126.6,5,127.92,30.19,9.0,11.32,2.32,0.018136,1,ok,20260513T220127+0900_737_orin_mob100_dvfs1_trt_l075_r5_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.75,126.6,6,128.85,29.09,9.1,11.35,2.25,0.017462,1,ok,20260513T220247+0900_852_orin_mob100_dvfs1_trt_l075_r6_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.75,126.6,7,123.52,28.16,9.1,11.24,2.14,0.017325,1,ok,20260513T220408+0900_008_orin_mob100_dvfs1_trt_l075_r7_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.75,126.6,8,125.85,28.43,9.1,11.26,2.16,0.017163,1,ok,20260513T220528+0900_146_orin_mob100_dvfs1_trt_l075_r8_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,0.75,126.6,9,128.27,28.33,9.0,11.33,2.33,0.018165,1,ok,20260513T220648+0900_275_orin_mob100_dvfs1_trt_l075_r9_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,1.0,168.8,0,170.12,89.76,9.0,12.07,3.07,0.018046,1,ok,20260513T220808+0900_504_orin_mob100_dvfs1_trt_l100_r0_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,1.0,168.8,1,169.75,78.56,9.0,12.04,3.04,0.017909,1,ok,20260513T220929+0900_719_orin_mob100_dvfs1_trt_l100_r1_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,1.0,168.8,2,165.77,69.73,9.05,12.0,2.95,0.017796,1,ok,20260513T221051+0900_061_orin_mob100_dvfs1_trt_l100_r2_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,1.0,168.8,3,169.3,79.29,9.1,12.03,2.93,0.017307,1,ok,20260513T221212+0900_293_orin_mob100_dvfs1_trt_l100_r3_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,1.0,168.8,4,168.22,73.3,9.0,12.0,3.0,0.017834,1,ok,20260513T221333+0900_417_orin_mob100_dvfs1_trt_l100_r4_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,1.0,168.8,5,169.37,75.22,9.0,12.04,3.04,0.017949,1,ok,20260513T221454+0900_698_orin_mob100_dvfs1_trt_l100_r5_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,1.0,168.8,6,170.88,80.33,9.1,12.05,2.95,0.017264,1,ok,20260513T221615+0900_948_orin_mob100_dvfs1_trt_l100_r6_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,1.0,168.8,7,168.93,68.2,9.1,12.03,2.93,0.017344,1,ok,20260513T221737+0900_151_orin_mob100_dvfs1_trt_l100_r7_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,1.0,168.8,8,166.13,74.87,9.1,12.0,2.9,0.017456,1,ok,20260513T221902+0900_996_orin_mob100_dvfs1_trt_l100_r8_lsweep.json,1
orin,mobilenet-v2-100,1,MODE_15W,dvfs1,jetson,168.8,1.0,168.8,9,165.18,57.41,9.05,11.94,2.89,0.017496,1,ok,20260513T222035+0900_034_orin_mob100_dvfs1_trt_l100_r9_lsweep.json,1
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,316.4,0.25,79.1,0,78.1,10.58,10.9,12.01,1.11,0.014213,1,ok,20260513T222409+0900_183_orin_mob100_dvfs2_trt_l025_r0_lsweep.json,1
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,316.4,0.25,79.1,1,80.37,10.26,10.9,12.04,1.14,0.014184,1,ok,20260513T222529+0900_197_orin_mob100_dvfs2_trt_l025_r1_lsweep.json,1
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,316.4,0.25,79.1,2,77.62,9.99,10.8,12.01,1.21,0.015589,1,ok,20260513T222649+0900_104_orin_mob100_dvfs2_trt_l025_r2_lsweep.json,1
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,316.4,0.25,79.1,3,78.85,9.99,10.8,12.01,1.21,0.015346,1,ok,20260513T222809+0900_058_orin_mob100_dvfs2_trt_l025_r3_lsweep.json,1
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,316.4,0.25,79.1,4,77.6,10.22,10.8,11.98,1.18,0.015206,1,ok,20260513T222929+0900_038_orin_mob100_dvfs2_trt_l025_r4_lsweep.json,1
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,316.4,0.25,79.1,5,77.65,10.28,10.8,11.99,1.19,0.015325,1,ok,20260513T223048+0900_985_orin_mob100_dvfs2_trt_l025_r5_lsweep.json,1
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,316.4,0.25,79.1,6,78.07,10.08,10.8,12.02,1.22,0.015627,1,ok,20260513T223208+0900_944_orin_mob100_dvfs2_trt_l025_r6_lsweep.json,1
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,316.4,0.25,79.1,7,80.07,9.87,10.9,12.02,1.12,0.013988,1,ok,20260513T223328+0900_900_orin_mob100_dvfs2_trt_l025_r7_lsweep.json,1
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,316.4,0.25,79.1,8,78.9,9.92,10.9,12.01,1.11,0.014068,1,ok,20260513T223448+0900_865_orin_mob100_dvfs2_trt_l025_r8_lsweep.json,1
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,316.4,0.25,79.1,9,78.23,9.84,10.8,12.04,1.24,0.015851,1,ok,20260513T223608+0900_844_orin_mob100_dvfs2_trt_l025_r9_lsweep.json,1
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,316.4,0.5,158.2,0,158.37,13.12,10.9,13.14,2.24,0.014144,1,ok,20260513T223728+0900_950_orin_mob100_dvfs2_trt_l050_r0_lsweep.json,1
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,316.4,0.5,158.2,1,160.7,13.16,10.8,13.12,2.32,0.014437,1,ok,20260513T223849+0900_859_orin_mob100_dvfs2_trt_l050_r1_lsweep.json,1
orin,mobilenet-v2-100,2,MODE_30W,dvfs2,jetson,316.4,0.5,158.2,2,160.13,13.39,10.8,13.13,2.33,0.014551,1,ok,20260513T224010+0900_725_orin_mob100_dvfs2_trt_l050_r2_lsweep.json,1
