device,model,dvfs_mode,dvfs_mode_label,condition_tag,segment,capacity_ips,lambda_frac,target_rps,run_idx,achieved_rps,p95_latency_ms,warm_idle_w,serving_w,delta_w,marginal_wall_energy_j_per_inf,n_valid_power_runs,power_status,source_json,batch_size
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,0.75,539.1,2,541.63,12.29,13.3,21.44,8.14,0.015029,1,ok,20260508T151026+0900_189_orin_mob050_dvfs0_trt_l075_r2_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,0.75,539.1,3,539.43,12.12,13.3,21.39,8.09,0.014997,1,ok,20260508T151145+0900_829_orin_mob050_dvfs0_trt_l075_r3_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,0.75,539.1,4,537.32,12.09,13.2,21.37,8.17,0.015205,1,ok,20260508T151305+0900_453_orin_mob050_dvfs0_trt_l075_r4_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,0.75,539.1,5,535.47,12.81,13.25,21.33,8.08,0.01509,1,ok,20260508T151425+0900_077_orin_mob050_dvfs0_trt_l075_r5_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,0.75,539.1,6,543.53,12.39,13.3,21.42,8.12,0.014939,1,ok,20260508T151544+0900_725_orin_mob050_dvfs0_trt_l075_r6_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,0.75,539.1,7,541.97,12.87,13.2,21.33,8.13,0.015001,1,ok,20260508T151704+0900_337_orin_mob050_dvfs0_trt_l075_r7_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,0.75,539.1,8,537.85,12.29,13.2,21.29,8.09,0.015041,1,ok,20260508T151823+0900_956_orin_mob050_dvfs0_trt_l075_r8_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,0.75,539.1,9,532.32,11.98,13.25,21.22,7.97,0.014972,1,ok,20260508T151943+0900_566_orin_mob050_dvfs0_trt_l075_r9_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,1.0,718.8,0,717.83,184.29,13.2,23.93,10.73,0.014948,1,ok,20260508T152103+0900_225_orin_mob050_dvfs0_trt_l100_r0_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,1.0,718.8,1,714.42,92.24,13.3,23.86,10.56,0.014781,1,ok,20260508T152222+0900_960_orin_mob050_dvfs0_trt_l100_r1_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,1.0,718.8,2,717.05,65.93,13.3,23.94,10.64,0.014839,1,ok,20260508T152342+0900_588_orin_mob050_dvfs0_trt_l100_r2_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,1.0,718.8,3,725.85,168.4,13.3,24.04,10.74,0.014796,1,ok,20260508T152502+0900_260_orin_mob050_dvfs0_trt_l100_r3_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,1.0,718.8,4,715.32,63.33,13.3,23.86,10.56,0.014763,1,ok,20260508T152622+0900_008_orin_mob050_dvfs0_trt_l100_r4_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,1.0,718.8,5,725.82,149.3,13.3,24.07,10.77,0.014838,1,ok,20260508T152741+0900_753_orin_mob050_dvfs0_trt_l100_r5_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,1.0,718.8,6,713.3,97.0,13.3,23.91,10.61,0.014875,1,ok,20260508T152901+0900_472_orin_mob050_dvfs0_trt_l100_r6_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,1.0,718.8,7,715.42,100.96,13.3,23.92,10.62,0.014844,1,ok,20260508T153021+0900_105_orin_mob050_dvfs0_trt_l100_r7_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,1.0,718.8,8,718.1,91.44,13.3,23.92,10.62,0.014789,1,ok,20260508T153140+0900_748_orin_mob050_dvfs0_trt_l100_r8_lsweep.json,1
orin,mobilenet-v2-050,0,MAXN,dvfs0,jetson,718.8,1.0,718.8,9,716.55,80.1,13.3,23.95,10.65,0.014863,1,ok,20260508T153300+0900_460_orin_mob050_dvfs0_trt_l100_r9_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.25,56.65,0,56.8,12.35,10.4,9.96,-0.44,-0.007746,1,ok,20260508T153717+0900_858_orin_mob050_dvfs1_trt_l025_r0_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.25,56.65,1,57.27,12.1,9.2,9.89,0.69,0.012048,1,ok,20260508T153837+0900_722_orin_mob050_dvfs1_trt_l025_r1_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.25,56.65,2,57.2,12.45,9.2,9.87,0.67,0.011713,1,ok,20260508T153957+0900_632_orin_mob050_dvfs1_trt_l025_r2_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.25,56.65,3,55.9,12.03,9.2,9.83,0.63,0.01127,1,ok,20260508T154117+0900_521_orin_mob050_dvfs1_trt_l025_r3_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.25,56.65,4,57.47,12.3,9.1,9.82,0.72,0.012528,1,ok,20260508T154237+0900_423_orin_mob050_dvfs1_trt_l025_r4_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.25,56.65,5,57.33,12.35,9.1,9.8,0.7,0.01221,1,ok,20260508T154357+0900_291_orin_mob050_dvfs1_trt_l025_r5_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.25,56.65,6,58.52,12.1,9.1,9.8,0.7,0.011962,1,ok,20260508T154517+0900_173_orin_mob050_dvfs1_trt_l025_r6_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.25,56.65,7,57.17,12.3,9.1,9.78,0.68,0.011894,1,ok,20260508T154637+0900_036_orin_mob050_dvfs1_trt_l025_r7_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.25,56.65,8,56.53,11.81,9.1,9.79,0.69,0.012206,1,ok,20260508T154756+0900_890_orin_mob050_dvfs1_trt_l025_r8_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.25,56.65,9,55.95,11.78,9.1,9.78,0.68,0.012154,1,ok,20260508T154916+0900_752_orin_mob050_dvfs1_trt_l025_r9_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.5,113.3,0,112.42,15.73,9.1,10.39,1.29,0.011475,1,ok,20260508T155036+0900_631_orin_mob050_dvfs1_trt_l050_r0_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.5,113.3,1,112.63,15.79,9.1,10.38,1.28,0.011365,1,ok,20260508T155156+0900_511_orin_mob050_dvfs1_trt_l050_r1_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.5,113.3,2,114.3,15.96,9.1,10.4,1.3,0.011374,1,ok,20260508T155316+0900_379_orin_mob050_dvfs1_trt_l050_r2_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.5,113.3,3,114.88,15.74,9.1,10.41,1.31,0.011403,1,ok,20260508T155436+0900_440_orin_mob050_dvfs1_trt_l050_r3_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.5,113.3,4,111.97,15.71,9.1,10.36,1.26,0.011253,1,ok,20260508T155557+0900_325_orin_mob050_dvfs1_trt_l050_r4_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.5,113.3,5,113.57,16.02,9.1,10.4,1.3,0.011447,1,ok,20260508T155718+0900_264_orin_mob050_dvfs1_trt_l050_r5_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.5,113.3,6,112.68,15.87,9.1,10.41,1.31,0.011626,1,ok,20260508T155839+0900_429_orin_mob050_dvfs1_trt_l050_r6_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.5,113.3,7,113.78,15.93,9.1,10.37,1.27,0.011162,1,ok,20260508T160000+0900_316_orin_mob050_dvfs1_trt_l050_r7_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.5,113.3,8,112.67,15.7,9.1,10.35,1.25,0.011094,1,ok,20260508T160121+0900_242_orin_mob050_dvfs1_trt_l050_r8_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.5,113.3,9,113.43,16.07,9.1,10.36,1.26,0.011108,1,ok,20260508T160242+0900_213_orin_mob050_dvfs1_trt_l050_r9_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.75,169.95,0,170.1,24.22,9.1,10.97,1.87,0.010994,1,ok,20260508T160403+0900_037_orin_mob050_dvfs1_trt_l075_r0_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.75,169.95,1,169.18,24.15,9.1,10.94,1.84,0.010876,1,ok,20260508T160523+0900_875_orin_mob050_dvfs1_trt_l075_r1_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.75,169.95,2,170.47,25.1,9.1,10.99,1.89,0.011087,1,ok,20260508T160645+0900_024_orin_mob050_dvfs1_trt_l075_r2_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.75,169.95,3,168.92,24.13,9.1,10.98,1.88,0.01113,1,ok,20260508T160806+0900_151_orin_mob050_dvfs1_trt_l075_r3_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.75,169.95,4,170.23,23.4,9.1,11.0,1.9,0.011161,1,ok,20260508T160926+0900_994_orin_mob050_dvfs1_trt_l075_r4_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.75,169.95,5,171.0,26.62,9.1,10.97,1.87,0.010936,1,ok,20260508T161048+0900_255_orin_mob050_dvfs1_trt_l075_r5_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.75,169.95,6,171.22,24.85,9.1,11.03,1.93,0.011272,1,ok,20260508T161209+0900_331_orin_mob050_dvfs1_trt_l075_r6_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.75,169.95,7,166.22,24.77,9.1,10.95,1.85,0.01113,1,ok,20260508T161330+0900_305_orin_mob050_dvfs1_trt_l075_r7_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.75,169.95,8,168.75,24.8,9.1,10.99,1.89,0.0112,1,ok,20260508T161451+0900_338_orin_mob050_dvfs1_trt_l075_r8_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,0.75,169.95,9,172.45,24.98,9.1,11.03,1.93,0.011192,1,ok,20260508T161612+0900_576_orin_mob050_dvfs1_trt_l075_r9_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,1.0,226.6,0,225.1,83.61,9.1,11.57,2.47,0.010973,1,ok,20260508T161733+0900_427_orin_mob050_dvfs1_trt_l100_r0_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,1.0,226.6,1,229.32,100.4,9.1,11.6,2.5,0.010902,1,ok,20260508T161854+0900_388_orin_mob050_dvfs1_trt_l100_r1_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,1.0,226.6,2,221.9,65.52,9.1,11.54,2.44,0.010996,1,ok,20260508T162015+0900_727_orin_mob050_dvfs1_trt_l100_r2_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,1.0,226.6,3,227.23,94.02,9.1,11.6,2.5,0.011002,1,ok,20260508T162136+0900_697_orin_mob050_dvfs1_trt_l100_r3_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,1.0,226.6,4,229.57,104.05,9.1,11.57,2.47,0.010759,1,ok,20260508T162257+0900_824_orin_mob050_dvfs1_trt_l100_r4_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,1.0,226.6,5,228.02,71.28,9.1,11.58,2.48,0.010876,1,ok,20260508T162418+0900_621_orin_mob050_dvfs1_trt_l100_r5_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,1.0,226.6,6,226.1,113.43,9.15,11.58,2.43,0.010747,1,ok,20260508T162539+0900_716_orin_mob050_dvfs1_trt_l100_r6_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,1.0,226.6,7,225.75,79.23,9.1,11.54,2.44,0.010808,1,ok,20260508T162700+0900_567_orin_mob050_dvfs1_trt_l100_r7_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,1.0,226.6,8,224.92,70.68,9.1,11.53,2.43,0.010804,1,ok,20260508T162821+0900_503_orin_mob050_dvfs1_trt_l100_r8_lsweep.json,1
orin,mobilenet-v2-050,1,MODE_15W,dvfs1,jetson,226.6,1.0,226.6,9,225.43,73.99,9.1,11.59,2.49,0.011046,1,ok,20260508T162950+0900_659_orin_mob050_dvfs1_trt_l100_r9_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.25,97.65,0,98.0,9.12,11.0,11.93,0.93,0.00949,1,ok,20260508T163316+0900_039_orin_mob050_dvfs2_trt_l025_r0_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.25,97.65,1,96.95,9.31,10.9,11.9,1.0,0.010315,1,ok,20260508T163435+0900_734_orin_mob050_dvfs2_trt_l025_r1_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.25,97.65,2,99.78,9.1,10.9,11.93,1.03,0.010323,1,ok,20260508T163555+0900_393_orin_mob050_dvfs2_trt_l025_r2_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.25,97.65,3,96.02,9.21,11.0,11.89,0.89,0.009269,1,ok,20260508T163715+0900_088_orin_mob050_dvfs2_trt_l025_r3_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.25,97.65,4,97.37,9.03,10.9,11.89,0.99,0.010167,1,ok,20260508T163834+0900_740_orin_mob050_dvfs2_trt_l025_r4_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.25,97.65,5,97.75,9.34,11.0,11.88,0.88,0.009003,1,ok,20260508T163954+0900_432_orin_mob050_dvfs2_trt_l025_r5_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.25,97.65,6,96.7,9.3,10.9,11.87,0.97,0.010031,1,ok,20260508T164114+0900_108_orin_mob050_dvfs2_trt_l025_r6_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.25,97.65,7,95.93,9.24,10.9,11.88,0.98,0.010216,1,ok,20260508T164233+0900_833_orin_mob050_dvfs2_trt_l025_r7_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.25,97.65,8,97.18,8.88,10.95,11.89,0.94,0.009673,1,ok,20260508T164353+0900_520_orin_mob050_dvfs2_trt_l025_r8_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.25,97.65,9,98.07,9.02,10.9,11.89,0.99,0.010095,1,ok,20260508T164513+0900_188_orin_mob050_dvfs2_trt_l025_r9_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.5,195.3,0,197.37,11.47,10.9,12.8,1.9,0.009627,1,ok,20260508T164632+0900_885_orin_mob050_dvfs2_trt_l050_r0_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.5,195.3,1,193.27,11.57,10.9,12.75,1.85,0.009572,1,ok,20260508T164752+0900_605_orin_mob050_dvfs2_trt_l050_r1_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.5,195.3,2,200.0,11.81,11.0,12.83,1.83,0.00915,1,ok,20260508T164912+0900_321_orin_mob050_dvfs2_trt_l050_r2_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.5,195.3,3,196.48,11.21,10.9,12.79,1.89,0.009619,1,ok,20260508T165032+0900_017_orin_mob050_dvfs2_trt_l050_r3_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.5,195.3,4,195.63,11.79,10.9,12.8,1.9,0.009712,1,ok,20260508T165151+0900_797_orin_mob050_dvfs2_trt_l050_r4_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.5,195.3,5,197.13,11.81,11.0,12.79,1.79,0.00908,1,ok,20260508T165311+0900_496_orin_mob050_dvfs2_trt_l050_r5_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.5,195.3,6,194.93,11.6,10.9,12.77,1.87,0.009593,1,ok,20260508T165431+0900_151_orin_mob050_dvfs2_trt_l050_r6_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.5,195.3,7,194.85,11.21,10.9,12.75,1.85,0.009494,1,ok,20260508T165550+0900_832_orin_mob050_dvfs2_trt_l050_r7_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.5,195.3,8,196.5,10.87,10.9,12.82,1.92,0.009771,1,ok,20260508T165710+0900_546_orin_mob050_dvfs2_trt_l050_r8_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.5,195.3,9,196.73,11.15,10.9,12.8,1.9,0.009658,1,ok,20260508T165830+0900_200_orin_mob050_dvfs2_trt_l050_r9_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.75,292.95,0,294.15,17.94,10.95,13.66,2.71,0.009213,1,ok,20260508T165949+0900_874_orin_mob050_dvfs2_trt_l075_r0_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.75,292.95,1,294.08,16.14,10.9,13.66,2.76,0.009385,1,ok,20260508T170109+0900_598_orin_mob050_dvfs2_trt_l075_r1_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.75,292.95,2,293.1,16.33,10.9,13.67,2.77,0.009451,1,ok,20260508T170229+0900_273_orin_mob050_dvfs2_trt_l075_r2_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.75,292.95,3,293.67,15.8,10.9,13.64,2.74,0.00933,1,ok,20260508T170348+0900_992_orin_mob050_dvfs2_trt_l075_r3_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.75,292.95,4,292.23,16.58,10.9,13.62,2.72,0.009308,1,ok,20260508T170508+0900_661_orin_mob050_dvfs2_trt_l075_r4_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.75,292.95,5,294.3,15.94,10.9,13.65,2.75,0.009344,1,ok,20260508T170628+0900_373_orin_mob050_dvfs2_trt_l075_r5_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.75,292.95,6,292.78,16.77,10.9,13.64,2.74,0.009359,1,ok,20260508T170748+0900_065_orin_mob050_dvfs2_trt_l075_r6_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.75,292.95,7,294.75,16.8,10.9,13.66,2.76,0.009364,1,ok,20260508T170907+0900_740_orin_mob050_dvfs2_trt_l075_r7_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.75,292.95,8,293.5,16.13,10.9,13.66,2.76,0.009404,1,ok,20260508T171027+0900_423_orin_mob050_dvfs2_trt_l075_r8_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,0.75,292.95,9,295.62,16.31,11.0,13.68,2.68,0.009066,1,ok,20260508T171147+0900_118_orin_mob050_dvfs2_trt_l075_r9_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,1.0,390.6,0,387.47,58.16,11.0,14.45,3.45,0.008904,1,ok,20260508T171307+0900_647_orin_mob050_dvfs2_trt_l100_r0_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,1.0,390.6,1,388.63,76.49,11.0,14.47,3.47,0.008929,1,ok,20260508T171428+0900_183_orin_mob050_dvfs2_trt_l100_r1_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,1.0,390.6,2,390.02,74.97,11.0,14.49,3.49,0.008948,1,ok,20260508T171548+0900_806_orin_mob050_dvfs2_trt_l100_r2_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,1.0,390.6,3,389.68,81.93,11.0,14.48,3.48,0.00893,1,ok,20260508T171709+0900_385_orin_mob050_dvfs2_trt_l100_r3_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,1.0,390.6,4,389.68,80.91,10.95,14.48,3.53,0.009059,1,ok,20260508T171829+0900_868_orin_mob050_dvfs2_trt_l100_r4_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,1.0,390.6,5,397.27,101.42,10.9,14.56,3.66,0.009213,1,ok,20260508T171950+0900_492_orin_mob050_dvfs2_trt_l100_r5_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,1.0,390.6,6,388.53,59.88,11.0,14.49,3.49,0.008983,1,ok,20260508T172111+0900_131_orin_mob050_dvfs2_trt_l100_r6_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,1.0,390.6,7,390.5,69.29,10.9,14.5,3.6,0.009219,1,ok,20260508T172243+0900_765_orin_mob050_dvfs2_trt_l100_r7_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,1.0,390.6,8,388.88,70.24,11.0,14.49,3.49,0.008974,1,ok,20260508T172420+0900_319_orin_mob050_dvfs2_trt_l100_r8_lsweep.json,1
orin,mobilenet-v2-050,2,MODE_30W,dvfs2,jetson,390.6,1.0,390.6,9,392.15,85.35,10.9,14.5,3.6,0.00918,1,ok,20260508T172540+0900_080_orin_mob050_dvfs2_trt_l100_r9_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.25,121.1,0,119.4,8.47,11.4,12.69,1.29,0.010804,1,ok,20260508T172901+0900_215_orin_mob050_dvfs3_trt_l025_r0_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.25,121.1,1,119.28,8.69,11.25,12.7,1.45,0.012156,1,ok,20260508T173020+0900_964_orin_mob050_dvfs3_trt_l025_r1_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.25,121.1,2,121.3,8.35,11.2,12.69,1.49,0.012284,1,ok,20260508T173140+0900_712_orin_mob050_dvfs3_trt_l025_r2_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.25,121.1,3,119.7,8.61,11.2,12.69,1.49,0.012448,1,ok,20260508T173300+0900_464_orin_mob050_dvfs3_trt_l025_r3_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.25,121.1,4,122.02,8.69,11.2,12.73,1.53,0.012539,1,ok,20260508T173420+0900_154_orin_mob050_dvfs3_trt_l025_r4_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.25,121.1,5,120.2,8.56,11.2,12.69,1.49,0.012396,1,ok,20260508T173539+0900_912_orin_mob050_dvfs3_trt_l025_r5_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.25,121.1,6,121.15,8.42,11.2,12.74,1.54,0.012712,1,ok,20260508T173700+0900_296_orin_mob050_dvfs3_trt_l025_r6_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.25,121.1,7,121.7,8.2,11.2,12.73,1.53,0.012572,1,ok,20260508T173820+0900_963_orin_mob050_dvfs3_trt_l025_r7_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.25,121.1,8,119.18,8.04,11.3,12.68,1.38,0.011579,1,ok,20260508T173941+0900_696_orin_mob050_dvfs3_trt_l025_r8_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.25,121.1,9,120.35,8.21,11.25,12.69,1.44,0.011965,1,ok,20260508T174102+0900_454_orin_mob050_dvfs3_trt_l025_r9_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.5,242.2,0,238.15,10.02,11.2,14.03,2.83,0.011883,1,ok,20260508T174223+0900_189_orin_mob050_dvfs3_trt_l050_r0_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.5,242.2,1,242.48,10.36,11.3,14.09,2.79,0.011506,1,ok,20260508T174343+0900_864_orin_mob050_dvfs3_trt_l050_r1_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.5,242.2,2,242.98,9.79,11.3,14.07,2.77,0.0114,1,ok,20260508T174504+0900_522_orin_mob050_dvfs3_trt_l050_r2_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.5,242.2,3,241.32,9.84,11.3,14.04,2.74,0.011354,1,ok,20260508T174625+0900_230_orin_mob050_dvfs3_trt_l050_r3_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.5,242.2,4,239.85,10.52,11.3,14.07,2.77,0.011549,1,ok,20260508T174746+0900_124_orin_mob050_dvfs3_trt_l050_r4_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.5,242.2,5,244.07,10.43,11.2,14.09,2.89,0.011841,1,ok,20260508T174906+0900_764_orin_mob050_dvfs3_trt_l050_r5_lsweep.json,1
orin,mobilenet-v2-050,3,MODE_50W,dvfs3,jetson,484.4,0.5,242.2,6,245.13,10.01,11.2,14.06,2.86,0.011667,1,ok,20260508T175027+0900_448_orin_mob050_dvfs3_trt_l050_r6_lsweep.json,1
